   t		   e1rho1	   e1rho2   	   e2rho1	   e2rho2	   e3rho1   	   e3rho2  	   e4rho1          e4rho2          e5rho1          e5rho2	   e6rho1	   e6rho2	   e7rho1	   e7rho2	   e8rho1	   e8rho2
   6.4600000e+02   2.5061421e-01   3.7438448e-01   0.0000000e+00   6.8707727e-01   3.8635453e-01   4.7628729e-02   2.0661323e-01   0.0000000e+00   0.0000000e+00   3.8136886e-01   0.0000000e+00   2.5133718e-01   0.0000000e+00   3.9626876e-02   6.9005136e-01   0.0000000e+00
   6.4700000e+02   2.5061313e-01   3.7438816e-01   0.0000000e+00   6.8715066e-01   3.8635982e-01   4.7626020e-02   2.0660695e-01   0.0000000e+00   0.0000000e+00   3.8136294e-01   0.0000000e+00   2.5133386e-01   0.0000000e+00   3.9622630e-02   6.9008443e-01   0.0000000e+00
   6.4800000e+02   2.5061207e-01   3.7439174e-01   0.0000000e+00   6.8722332e-01   3.8636502e-01   4.7623337e-02   2.0660076e-01   0.0000000e+00   0.0000000e+00   3.8135705e-01   0.0000000e+00   2.5133056e-01   0.0000000e+00   3.9618420e-02   6.9011714e-01   0.0000000e+00
   6.4900000e+02   2.5061105e-01   3.7439520e-01   0.0000000e+00   6.8729523e-01   3.8637015e-01   4.7620680e-02   2.0659466e-01   0.0000000e+00   0.0000000e+00   3.8135119e-01   0.0000000e+00   2.5132728e-01   0.0000000e+00   3.9614247e-02   6.9014950e-01   0.0000000e+00
   6.5000000e+02   2.5061004e-01   3.7439856e-01   0.0000000e+00   6.8736642e-01   3.8637519e-01   4.7618049e-02   2.0658863e-01   0.0000000e+00   0.0000000e+00   3.8134537e-01   0.0000000e+00   2.5132402e-01   0.0000000e+00   3.9610110e-02   6.9018151e-01   0.0000000e+00
   6.5100000e+02   2.5060907e-01   3.7440181e-01   0.0000000e+00   6.8743689e-01   3.8638015e-01   4.7615444e-02   2.0658268e-01   0.0000000e+00   0.0000000e+00   3.8133957e-01   0.0000000e+00   2.5132078e-01   0.0000000e+00   3.9606009e-02   6.9021318e-01   0.0000000e+00
   6.5200000e+02   2.5060811e-01   3.7440496e-01   0.0000000e+00   6.8750664e-01   3.8638503e-01   4.7612865e-02   2.0657680e-01   0.0000000e+00   0.0000000e+00   3.8133381e-01   0.0000000e+00   2.5131755e-01   0.0000000e+00   3.9601944e-02   6.9024451e-01   0.0000000e+00
   6.5300000e+02   2.5060718e-01   3.7440800e-01   0.0000000e+00   6.8757568e-01   3.8638983e-01   4.7610310e-02   2.0657101e-01   0.0000000e+00   0.0000000e+00   3.8132808e-01   0.0000000e+00   2.5131434e-01   0.0000000e+00   3.9597914e-02   6.9027549e-01   0.0000000e+00
   6.5400000e+02   2.5060628e-01   3.7441095e-01   0.0000000e+00   6.8764401e-01   3.8639456e-01   4.7607781e-02   2.0656529e-01   0.0000000e+00   0.0000000e+00   3.8132239e-01   0.0000000e+00   2.5131116e-01   0.0000000e+00   3.9593920e-02   6.9030615e-01   0.0000000e+00
   6.5500000e+02   2.5060540e-01   3.7441379e-01   0.0000000e+00   6.8771165e-01   3.8639920e-01   4.7605277e-02   2.0655965e-01   0.0000000e+00   0.0000000e+00   3.8131672e-01   0.0000000e+00   2.5130799e-01   0.0000000e+00   3.9589960e-02   6.9033648e-01   0.0000000e+00
   6.5600000e+02   2.5060454e-01   3.7441654e-01   0.0000000e+00   6.8777859e-01   3.8640377e-01   4.7602797e-02   2.0655409e-01   0.0000000e+00   0.0000000e+00   3.8131109e-01   0.0000000e+00   2.5130484e-01   0.0000000e+00   3.9586035e-02   6.9036648e-01   0.0000000e+00
   6.5700000e+02   2.5060371e-01   3.7441919e-01   0.0000000e+00   6.8784485e-01   3.8640827e-01   4.7600341e-02   2.0654860e-01   0.0000000e+00   0.0000000e+00   3.8130549e-01   0.0000000e+00   2.5130170e-01   0.0000000e+00   3.9582145e-02   6.9039615e-01   0.0000000e+00
   6.5800000e+02   2.5060290e-01   3.7442174e-01   0.0000000e+00   6.8791043e-01   3.8641269e-01   4.7597910e-02   2.0654318e-01   0.0000000e+00   0.0000000e+00   3.8129992e-01   0.0000000e+00   2.5129859e-01   0.0000000e+00   3.9578289e-02   6.9042551e-01   0.0000000e+00
   6.5900000e+02   2.5060211e-01   3.7442420e-01   0.0000000e+00   6.8797533e-01   3.8641703e-01   4.7595503e-02   2.0653784e-01   0.0000000e+00   0.0000000e+00   3.8129439e-01   0.0000000e+00   2.5129549e-01   0.0000000e+00   3.9574467e-02   6.9045455e-01   0.0000000e+00
   6.6000000e+02   2.5060134e-01   3.7442657e-01   0.0000000e+00   6.8803957e-01   3.8642131e-01   4.7593120e-02   2.0653256e-01   0.0000000e+00   0.0000000e+00   3.8128888e-01   0.0000000e+00   2.5129242e-01   0.0000000e+00   3.9570678e-02   6.9048327e-01   0.0000000e+00
   6.6100000e+02   2.5060060e-01   3.7442885e-01   0.0000000e+00   6.8810315e-01   3.8642551e-01   4.7590760e-02   2.0652737e-01   0.0000000e+00   0.0000000e+00   3.8128341e-01   0.0000000e+00   2.5128936e-01   0.0000000e+00   3.9566923e-02   6.9051169e-01   0.0000000e+00
   6.6200000e+02   2.5059988e-01   3.7443104e-01   0.0000000e+00   6.8816606e-01   3.8642964e-01   4.7588424e-02   2.0652224e-01   0.0000000e+00   0.0000000e+00   3.8127797e-01   0.0000000e+00   2.5128632e-01   0.0000000e+00   3.9563201e-02   6.9053980e-01   0.0000000e+00
   6.6300000e+02   2.5059917e-01   3.7443314e-01   0.0000000e+00   6.8822833e-01   3.8643370e-01   4.7586111e-02   2.0651718e-01   0.0000000e+00   0.0000000e+00   3.8127256e-01   0.0000000e+00   2.5128330e-01   0.0000000e+00   3.9559513e-02   6.9056761e-01   0.0000000e+00
   6.6400000e+02   2.5059849e-01   3.7443516e-01   0.0000000e+00   6.8828995e-01   3.8643770e-01   4.7583821e-02   2.0651219e-01   0.0000000e+00   0.0000000e+00   3.8126719e-01   0.0000000e+00   2.5128029e-01   0.0000000e+00   3.9555857e-02   6.9059511e-01   0.0000000e+00
   6.6500000e+02   2.5059783e-01   3.7443709e-01   0.0000000e+00   6.8835093e-01   3.8644162e-01   4.7581554e-02   2.0650727e-01   0.0000000e+00   0.0000000e+00   3.8126184e-01   0.0000000e+00   2.5127731e-01   0.0000000e+00   3.9552233e-02   6.9062232e-01   0.0000000e+00
   6.6600000e+02   2.5059719e-01   3.7443893e-01   0.0000000e+00   6.8841128e-01   3.8644548e-01   4.7579310e-02   2.0650242e-01   0.0000000e+00   0.0000000e+00   3.8125653e-01   0.0000000e+00   2.5127434e-01   0.0000000e+00   3.9548642e-02   6.9064924e-01   0.0000000e+00
   6.6700000e+02   2.5059657e-01   3.7444070e-01   0.0000000e+00   6.8847100e-01   3.8644927e-01   4.7577088e-02   2.0649763e-01   0.0000000e+00   0.0000000e+00   3.8125124e-01   0.0000000e+00   2.5127139e-01   0.0000000e+00   3.9545083e-02   6.9067586e-01   0.0000000e+00
   6.6800000e+02   2.5059597e-01   3.7444238e-01   0.0000000e+00   6.8853010e-01   3.8645300e-01   4.7574888e-02   2.0649291e-01   0.0000000e+00   0.0000000e+00   3.8124599e-01   0.0000000e+00   2.5126846e-01   0.0000000e+00   3.9541555e-02   6.9070220e-01   0.0000000e+00
   6.6900000e+02   2.5059539e-01   3.7444398e-01   0.0000000e+00   6.8858858e-01   3.8645666e-01   4.7572710e-02   2.0648826e-01   0.0000000e+00   0.0000000e+00   3.8124078e-01   0.0000000e+00   2.5126554e-01   0.0000000e+00   3.9538060e-02   6.9072825e-01   0.0000000e+00
   6.7000000e+02   2.5059483e-01   3.7444550e-01   0.0000000e+00   6.8864645e-01   3.8646025e-01   4.7570554e-02   2.0648368e-01   0.0000000e+00   0.0000000e+00   3.8123559e-01   0.0000000e+00   2.5126265e-01   0.0000000e+00   3.9534595e-02   6.9075402e-01   0.0000000e+00
   6.7100000e+02   2.5059429e-01   3.7444695e-01   0.0000000e+00   6.8870372e-01   3.8646379e-01   4.7568420e-02   2.0647915e-01   0.0000000e+00   0.0000000e+00   3.8123043e-01   0.0000000e+00   2.5125977e-01   0.0000000e+00   3.9531162e-02   6.9077951e-01   0.0000000e+00
   6.7200000e+02   2.5059377e-01   3.7444832e-01   0.0000000e+00   6.8876038e-01   3.8646726e-01   4.7566308e-02   2.0647470e-01   0.0000000e+00   0.0000000e+00   3.8122531e-01   0.0000000e+00   2.5125691e-01   0.0000000e+00   3.9527760e-02   6.9080472e-01   0.0000000e+00
   6.7300000e+02   2.5059326e-01   3.7444962e-01   0.0000000e+00   6.8881645e-01   3.8647067e-01   4.7564217e-02   2.0647030e-01   0.0000000e+00   0.0000000e+00   3.8122021e-01   0.0000000e+00   2.5125407e-01   0.0000000e+00   3.9524388e-02   6.9082966e-01   0.0000000e+00
   6.7400000e+02   2.5059277e-01   3.7445084e-01   0.0000000e+00   6.8887192e-01   3.8647402e-01   4.7562146e-02   2.0646597e-01   0.0000000e+00   0.0000000e+00   3.8121515e-01   0.0000000e+00   2.5125124e-01   0.0000000e+00   3.9521046e-02   6.9085434e-01   0.0000000e+00
   6.7500000e+02   2.5059230e-01   3.7445199e-01   0.0000000e+00   6.8892682e-01   3.8647731e-01   4.7560097e-02   2.0646170e-01   0.0000000e+00   0.0000000e+00   3.8121012e-01   0.0000000e+00   2.5124844e-01   0.0000000e+00   3.9517735e-02   6.9087874e-01   0.0000000e+00
   6.7600000e+02   2.5059185e-01   3.7445306e-01   0.0000000e+00   6.8898113e-01   3.8648054e-01   4.7558069e-02   2.0645749e-01   0.0000000e+00   0.0000000e+00   3.8120512e-01   0.0000000e+00   2.5124565e-01   0.0000000e+00   3.9514454e-02   6.9090288e-01   0.0000000e+00
   6.7700000e+02   2.5059142e-01   3.7445407e-01   0.0000000e+00   6.8903487e-01   3.8648371e-01   4.7556061e-02   2.0645334e-01   0.0000000e+00   0.0000000e+00   3.8120015e-01   0.0000000e+00   2.5124288e-01   0.0000000e+00   3.9511203e-02   6.9092676e-01   0.0000000e+00
   6.7800000e+02   2.5059100e-01   3.7445501e-01   0.0000000e+00   6.8908804e-01   3.8648682e-01   4.7554074e-02   2.0644926e-01   0.0000000e+00   0.0000000e+00   3.8119521e-01   0.0000000e+00   2.5124012e-01   0.0000000e+00   3.9507981e-02   6.9095038e-01   0.0000000e+00
   6.7900000e+02   2.5059060e-01   3.7445588e-01   0.0000000e+00   6.8914064e-01   3.8648988e-01   4.7552107e-02   2.0644523e-01   0.0000000e+00   0.0000000e+00   3.8119031e-01   0.0000000e+00   2.5123739e-01   0.0000000e+00   3.9504788e-02   6.9097375e-01   0.0000000e+00
   6.8000000e+02   2.5059021e-01   3.7445669e-01   0.0000000e+00   6.8919269e-01   3.8649288e-01   4.7550160e-02   2.0644126e-01   0.0000000e+00   0.0000000e+00   3.8118543e-01   0.0000000e+00   2.5123467e-01   0.0000000e+00   3.9501624e-02   6.9099686e-01   0.0000000e+00
   6.8100000e+02   2.5058985e-01   3.7445743e-01   0.0000000e+00   6.8924418e-01   3.8649582e-01   4.7548232e-02   2.0643735e-01   0.0000000e+00   0.0000000e+00   3.8118058e-01   0.0000000e+00   2.5123197e-01   0.0000000e+00   3.9498490e-02   6.9101972e-01   0.0000000e+00
   6.8200000e+02   2.5058949e-01   3.7445810e-01   0.0000000e+00   6.8929513e-01   3.8649871e-01   4.7546325e-02   2.0643349e-01   0.0000000e+00   0.0000000e+00   3.8117577e-01   0.0000000e+00   2.5122928e-01   0.0000000e+00   3.9495384e-02   6.9104233e-01   0.0000000e+00
   6.8300000e+02   2.5058916e-01   3.7445871e-01   0.0000000e+00   6.8934553e-01   3.8650155e-01   4.7544437e-02   2.0642970e-01   0.0000000e+00   0.0000000e+00   3.8117098e-01   0.0000000e+00   2.5122662e-01   0.0000000e+00   3.9492306e-02   6.9106470e-01   0.0000000e+00
   6.8400000e+02   2.5058884e-01   3.7445926e-01   0.0000000e+00   6.8939539e-01   3.8650433e-01   4.7542568e-02   2.0642595e-01   0.0000000e+00   0.0000000e+00   3.8116623e-01   0.0000000e+00   2.5122397e-01   0.0000000e+00   3.9489256e-02   6.9108682e-01   0.0000000e+00
   6.8500000e+02   2.5058853e-01   3.7445975e-01   0.0000000e+00   6.8944472e-01   3.8650706e-01   4.7540719e-02   2.0642227e-01   0.0000000e+00   0.0000000e+00   3.8116151e-01   0.0000000e+00   2.5122134e-01   0.0000000e+00   3.9486235e-02   6.9110871e-01   0.0000000e+00
   6.8600000e+02   2.5058824e-01   3.7446018e-01   0.0000000e+00   6.8949351e-01   3.8650974e-01   4.7538889e-02   2.0641864e-01   0.0000000e+00   0.0000000e+00   3.8115681e-01   0.0000000e+00   2.5121872e-01   0.0000000e+00   3.9483241e-02   6.9113035e-01   0.0000000e+00
   6.8700000e+02   2.5058797e-01   3.7446055e-01   0.0000000e+00   6.8954179e-01   3.8651237e-01   4.7537077e-02   2.0641506e-01   0.0000000e+00   0.0000000e+00   3.8115215e-01   0.0000000e+00   2.5121612e-01   0.0000000e+00   3.9480275e-02   6.9115177e-01   0.0000000e+00
   6.8800000e+02   2.5058771e-01   3.7446086e-01   0.0000000e+00   6.8958954e-01   3.8651495e-01   4.7535285e-02   2.0641154e-01   0.0000000e+00   0.0000000e+00   3.8114751e-01   0.0000000e+00   2.5121354e-01   0.0000000e+00   3.9477336e-02   6.9117295e-01   0.0000000e+00
   6.8900000e+02   2.5058746e-01   3.7446112e-01   0.0000000e+00   6.8963678e-01   3.8651747e-01   4.7533510e-02   2.0640808e-01   0.0000000e+00   0.0000000e+00   3.8114291e-01   0.0000000e+00   2.5121098e-01   0.0000000e+00   3.9474425e-02   6.9119390e-01   0.0000000e+00
   6.9000000e+02   2.5058723e-01   3.7446132e-01   0.0000000e+00   6.8968351e-01   3.8651995e-01   4.7531755e-02   2.0640466e-01   0.0000000e+00   0.0000000e+00   3.8113834e-01   0.0000000e+00   2.5120843e-01   0.0000000e+00   3.9471540e-02   6.9121462e-01   0.0000000e+00
   6.9100000e+02   2.5058701e-01   3.7446146e-01   0.0000000e+00   6.8972973e-01   3.8652238e-01   4.7530017e-02   2.0640130e-01   0.0000000e+00   0.0000000e+00   3.8113379e-01   0.0000000e+00   2.5120590e-01   0.0000000e+00   3.9468682e-02   6.9123512e-01   0.0000000e+00
   6.9200000e+02   2.5058680e-01   3.7446155e-01   0.0000000e+00   6.8977545e-01   3.8652476e-01   4.7528297e-02   2.0639799e-01   0.0000000e+00   0.0000000e+00   3.8112928e-01   0.0000000e+00   2.5120339e-01   0.0000000e+00   3.9465850e-02   6.9125539e-01   0.0000000e+00
   6.9300000e+02   2.5058661e-01   3.7446159e-01   0.0000000e+00   6.8982068e-01   3.8652709e-01   4.7526596e-02   2.0639472e-01   0.0000000e+00   0.0000000e+00   3.8112479e-01   0.0000000e+00   2.5120089e-01   0.0000000e+00   3.9463045e-02   6.9127544e-01   0.0000000e+00
   6.9400000e+02   2.5058644e-01   3.7446157e-01   0.0000000e+00   6.8986541e-01   3.8652938e-01   4.7524912e-02   2.0639151e-01   0.0000000e+00   0.0000000e+00   3.8112034e-01   0.0000000e+00   2.5119841e-01   0.0000000e+00   3.9460266e-02   6.9129528e-01   0.0000000e+00
   6.9500000e+02   2.5058627e-01   3.7446150e-01   0.0000000e+00   6.8990966e-01   3.8653162e-01   4.7523246e-02   2.0638835e-01   0.0000000e+00   0.0000000e+00   3.8111591e-01   0.0000000e+00   2.5119595e-01   0.0000000e+00   3.9457513e-02   6.9131490e-01   0.0000000e+00
   6.9600000e+02   2.5058612e-01   3.7446139e-01   0.0000000e+00   6.8995342e-01   3.8653381e-01   4.7521597e-02   2.0638524e-01   0.0000000e+00   0.0000000e+00   3.8111151e-01   0.0000000e+00   2.5119351e-01   0.0000000e+00   3.9454785e-02   6.9133431e-01   0.0000000e+00
   6.9700000e+02   2.5058598e-01   3.7446122e-01   0.0000000e+00   6.8999671e-01   3.8653597e-01   4.7519965e-02   2.0638218e-01   0.0000000e+00   0.0000000e+00   3.8110714e-01   0.0000000e+00   2.5119108e-01   0.0000000e+00   3.9452083e-02   6.9135350e-01   0.0000000e+00
   6.9800000e+02   2.5058585e-01   3.7446101e-01   0.0000000e+00   6.9003952e-01   3.8653807e-01   4.7518350e-02   2.0637917e-01   0.0000000e+00   0.0000000e+00   3.8110281e-01   0.0000000e+00   2.5118866e-01   0.0000000e+00   3.9449406e-02   6.9137249e-01   0.0000000e+00
   6.9900000e+02   2.5058574e-01   3.7446074e-01   0.0000000e+00   6.9008186e-01   3.8654013e-01   4.7516753e-02   2.0637620e-01   0.0000000e+00   0.0000000e+00   3.8109850e-01   0.0000000e+00   2.5118627e-01   0.0000000e+00   3.9446755e-02   6.9139127e-01   0.0000000e+00
   7.0000000e+02   2.5058563e-01   3.7446043e-01   0.0000000e+00   6.9012374e-01   3.8654215e-01   4.7515172e-02   2.0637328e-01   0.0000000e+00   0.0000000e+00   3.8109421e-01   0.0000000e+00   2.5118389e-01   0.0000000e+00   3.9444128e-02   6.9140985e-01   0.0000000e+00
   7.0100000e+02   2.5058554e-01   3.7446008e-01   0.0000000e+00   6.9016516e-01   3.8654413e-01   4.7513608e-02   2.0637041e-01   0.0000000e+00   0.0000000e+00   3.8108996e-01   0.0000000e+00   2.5118152e-01   0.0000000e+00   3.9441526e-02   6.9142822e-01   0.0000000e+00
   7.0200000e+02   2.5058546e-01   3.7445968e-01   0.0000000e+00   6.9020612e-01   3.8654607e-01   4.7512060e-02   2.0636758e-01   0.0000000e+00   0.0000000e+00   3.8108574e-01   0.0000000e+00   2.5117917e-01   0.0000000e+00   3.9438948e-02   6.9144640e-01   0.0000000e+00
   7.0300000e+02   2.5058540e-01   3.7445924e-01   0.0000000e+00   6.9024663e-01   3.8654796e-01   4.7510529e-02   2.0636480e-01   0.0000000e+00   0.0000000e+00   3.8108154e-01   0.0000000e+00   2.5117684e-01   0.0000000e+00   3.9436395e-02   6.9146438e-01   0.0000000e+00
   7.0400000e+02   2.5058534e-01   3.7445875e-01   0.0000000e+00   6.9028669e-01   3.8654981e-01   4.7509013e-02   2.0636207e-01   0.0000000e+00   0.0000000e+00   3.8107738e-01   0.0000000e+00   2.5117453e-01   0.0000000e+00   3.9433866e-02   6.9148216e-01   0.0000000e+00
   7.0500000e+02   2.5058529e-01   3.7445822e-01   0.0000000e+00   6.9032631e-01   3.8655163e-01   4.7507514e-02   2.0635938e-01   0.0000000e+00   0.0000000e+00   3.8107324e-01   0.0000000e+00   2.5117223e-01   0.0000000e+00   3.9431360e-02   6.9149975e-01   0.0000000e+00
   7.0600000e+02   2.5058526e-01   3.7445765e-01   0.0000000e+00   6.9036549e-01   3.8655340e-01   4.7506031e-02   2.0635673e-01   0.0000000e+00   0.0000000e+00   3.8106913e-01   0.0000000e+00   2.5116994e-01   0.0000000e+00   3.9428879e-02   6.9151714e-01   0.0000000e+00
   7.0700000e+02   2.5058523e-01   3.7445704e-01   0.0000000e+00   6.9040423e-01   3.8655513e-01   4.7504564e-02   2.0635413e-01   0.0000000e+00   0.0000000e+00   3.8106505e-01   0.0000000e+00   2.5116767e-01   0.0000000e+00   3.9426421e-02   6.9153435e-01   0.0000000e+00
   7.0800000e+02   2.5058522e-01   3.7445639e-01   0.0000000e+00   6.9044254e-01   3.8655683e-01   4.7503112e-02   2.0635157e-01   0.0000000e+00   0.0000000e+00   3.8106099e-01   0.0000000e+00   2.5116542e-01   0.0000000e+00   3.9423986e-02   6.9155137e-01   0.0000000e+00
   7.0900000e+02   2.5058522e-01   3.7445570e-01   0.0000000e+00   6.9048042e-01   3.8655849e-01   4.7501676e-02   2.0634905e-01   0.0000000e+00   0.0000000e+00   3.8105697e-01   0.0000000e+00   2.5116319e-01   0.0000000e+00   3.9421575e-02   6.9156820e-01   0.0000000e+00
   7.1000000e+02   2.5058522e-01   3.7445497e-01   0.0000000e+00   6.9051788e-01   3.8656011e-01   4.7500255e-02   2.0634658e-01   0.0000000e+00   0.0000000e+00   3.8105297e-01   0.0000000e+00   2.5116097e-01   0.0000000e+00   3.9419187e-02   6.9158485e-01   0.0000000e+00
   7.1100000e+02   2.5058524e-01   3.7445420e-01   0.0000000e+00   6.9055493e-01   3.8656169e-01   4.7498849e-02   2.0634414e-01   0.0000000e+00   0.0000000e+00   3.8104900e-01   0.0000000e+00   2.5115876e-01   0.0000000e+00   3.9416821e-02   6.9160132e-01   0.0000000e+00
   7.1200000e+02   2.5058527e-01   3.7445340e-01   0.0000000e+00   6.9059155e-01   3.8656324e-01   4.7497458e-02   2.0634175e-01   0.0000000e+00   0.0000000e+00   3.8104505e-01   0.0000000e+00   2.5115657e-01   0.0000000e+00   3.9414478e-02   6.9161761e-01   0.0000000e+00
   7.1300000e+02   2.5058530e-01   3.7445256e-01   0.0000000e+00   6.9062777e-01   3.8656475e-01   4.7496082e-02   2.0633940e-01   0.0000000e+00   0.0000000e+00   3.8104114e-01   0.0000000e+00   2.5115440e-01   0.0000000e+00   3.9412157e-02   6.9163373e-01   0.0000000e+00
   7.1400000e+02   2.5058535e-01   3.7445168e-01   0.0000000e+00   6.9066358e-01   3.8656622e-01   4.7494721e-02   2.0633708e-01   0.0000000e+00   0.0000000e+00   3.8103725e-01   0.0000000e+00   2.5115224e-01   0.0000000e+00   3.9409859e-02   6.9164966e-01   0.0000000e+00
   7.1500000e+02   2.5058540e-01   3.7445077e-01   0.0000000e+00   6.9069898e-01   3.8656766e-01   4.7493375e-02   2.0633481e-01   0.0000000e+00   0.0000000e+00   3.8103339e-01   0.0000000e+00   2.5115009e-01   0.0000000e+00   3.9407583e-02   6.9166543e-01   0.0000000e+00
   7.1600000e+02   2.5058547e-01   3.7444983e-01   0.0000000e+00   6.9073398e-01   3.8656907e-01   4.7492043e-02   2.0633258e-01   0.0000000e+00   0.0000000e+00   3.8102956e-01   0.0000000e+00   2.5114797e-01   0.0000000e+00   3.9405328e-02   6.9168102e-01   0.0000000e+00
   7.1700000e+02   2.5058554e-01   3.7444885e-01   0.0000000e+00   6.9076859e-01   3.8657044e-01   4.7490726e-02   2.0633038e-01   0.0000000e+00   0.0000000e+00   3.8102575e-01   0.0000000e+00   2.5114585e-01   0.0000000e+00   3.9403095e-02   6.9169644e-01   0.0000000e+00
   7.1800000e+02   2.5058562e-01   3.7444784e-01   0.0000000e+00   6.9080281e-01   3.8657178e-01   4.7489423e-02   2.0632823e-01   0.0000000e+00   0.0000000e+00   3.8102197e-01   0.0000000e+00   2.5114376e-01   0.0000000e+00   3.9400884e-02   6.9171169e-01   0.0000000e+00
   7.1900000e+02   2.5058571e-01   3.7444680e-01   0.0000000e+00   6.9083664e-01   3.8657309e-01   4.7488133e-02   2.0632611e-01   0.0000000e+00   0.0000000e+00   3.8101821e-01   0.0000000e+00   2.5114167e-01   0.0000000e+00   3.9398694e-02   6.9172678e-01   0.0000000e+00
   7.2000000e+02   2.5058581e-01   3.7444572e-01   0.0000000e+00   6.9087008e-01   3.8657436e-01   4.7486858e-02   2.0632403e-01   0.0000000e+00   0.0000000e+00   3.8101449e-01   0.0000000e+00   2.5113961e-01   0.0000000e+00   3.9396526e-02   6.9174171e-01   0.0000000e+00
   7.2100000e+02   2.5058591e-01   3.7444462e-01   0.0000000e+00   6.9090314e-01   3.8657560e-01   4.7485597e-02   2.0632198e-01   0.0000000e+00   0.0000000e+00   3.8101079e-01   0.0000000e+00   2.5113755e-01   0.0000000e+00   3.9394378e-02   6.9175647e-01   0.0000000e+00
   7.2200000e+02   2.5058603e-01   3.7444349e-01   0.0000000e+00   6.9093583e-01   3.8657681e-01   4.7484349e-02   2.0631998e-01   0.0000000e+00   0.0000000e+00   3.8100711e-01   0.0000000e+00   2.5113551e-01   0.0000000e+00   3.9392251e-02   6.9177107e-01   0.0000000e+00
   7.2300000e+02   2.5058615e-01   3.7444232e-01   0.0000000e+00   6.9096814e-01   3.8657799e-01   4.7483116e-02   2.0631801e-01   0.0000000e+00   0.0000000e+00   3.8100346e-01   0.0000000e+00   2.5113349e-01   0.0000000e+00   3.9390145e-02   6.9178551e-01   0.0000000e+00
   7.2400000e+02   2.5058628e-01   3.7444113e-01   0.0000000e+00   6.9100008e-01   3.8657914e-01   4.7481895e-02   2.0631607e-01   0.0000000e+00   0.0000000e+00   3.8099984e-01   0.0000000e+00   2.5113148e-01   0.0000000e+00   3.9388060e-02   6.9179979e-01   0.0000000e+00
   7.2500000e+02   2.5058642e-01   3.7443991e-01   0.0000000e+00   6.9103166e-01   3.8658026e-01   4.7480688e-02   2.0631417e-01   0.0000000e+00   0.0000000e+00   3.8099625e-01   0.0000000e+00   2.5112949e-01   0.0000000e+00   3.9385994e-02   6.9181392e-01   0.0000000e+00
   7.2600000e+02   2.5058657e-01   3.7443867e-01   0.0000000e+00   6.9106287e-01   3.8658134e-01   4.7479494e-02   2.0631230e-01   0.0000000e+00   0.0000000e+00   3.8099268e-01   0.0000000e+00   2.5112751e-01   0.0000000e+00   3.9383949e-02   6.9182789e-01   0.0000000e+00
   7.2700000e+02   2.5058672e-01   3.7443739e-01   0.0000000e+00   6.9109373e-01   3.8658240e-01   4.7478313e-02   2.0631047e-01   0.0000000e+00   0.0000000e+00   3.8098913e-01   0.0000000e+00   2.5112555e-01   0.0000000e+00   3.9381924e-02   6.9184171e-01   0.0000000e+00
   7.2800000e+02   2.5058688e-01   3.7443609e-01   0.0000000e+00   6.9112422e-01   3.8658343e-01   4.7477145e-02   2.0630868e-01   0.0000000e+00   0.0000000e+00   3.8098561e-01   0.0000000e+00   2.5112359e-01   0.0000000e+00   3.9379919e-02   6.9185538e-01   0.0000000e+00
   7.2900000e+02   2.5058705e-01   3.7443477e-01   0.0000000e+00   6.9115437e-01   3.8658443e-01   4.7475990e-02   2.0630691e-01   0.0000000e+00   0.0000000e+00   3.8098212e-01   0.0000000e+00   2.5112166e-01   0.0000000e+00   3.9377933e-02   6.9186890e-01   0.0000000e+00
   7.3000000e+02   2.5058722e-01   3.7443342e-01   0.0000000e+00   6.9118416e-01   3.8658541e-01   4.7474848e-02   2.0630518e-01   0.0000000e+00   0.0000000e+00   3.8097865e-01   0.0000000e+00   2.5111974e-01   0.0000000e+00   3.9375967e-02   6.9188228e-01   0.0000000e+00
   7.3100000e+02   2.5058740e-01   3.7443204e-01   0.0000000e+00   6.9121361e-01   3.8658635e-01   4.7473719e-02   2.0630348e-01   0.0000000e+00   0.0000000e+00   3.8097521e-01   0.0000000e+00   2.5111783e-01   0.0000000e+00   3.9374020e-02   6.9189551e-01   0.0000000e+00
   7.3200000e+02   2.5058759e-01   3.7443065e-01   0.0000000e+00   6.9124272e-01   3.8658727e-01   4.7472601e-02   2.0630182e-01   0.0000000e+00   0.0000000e+00   3.8097179e-01   0.0000000e+00   2.5111594e-01   0.0000000e+00   3.9372092e-02   6.9190859e-01   0.0000000e+00
   7.3300000e+02   2.5058778e-01   3.7442922e-01   0.0000000e+00   6.9127149e-01   3.8658816e-01   4.7471497e-02   2.0630018e-01   0.0000000e+00   0.0000000e+00   3.8096840e-01   0.0000000e+00   2.5111406e-01   0.0000000e+00   3.9370184e-02   6.9192153e-01   0.0000000e+00
   7.3400000e+02   2.5058799e-01   3.7442778e-01   0.0000000e+00   6.9129993e-01   3.8658903e-01   4.7470404e-02   2.0629858e-01   0.0000000e+00   0.0000000e+00   3.8096503e-01   0.0000000e+00   2.5111219e-01   0.0000000e+00   3.9368294e-02   6.9193433e-01   0.0000000e+00
   7.3500000e+02   2.5058819e-01   3.7442631e-01   0.0000000e+00   6.9132803e-01   3.8658987e-01   4.7469324e-02   2.0629701e-01   0.0000000e+00   0.0000000e+00   3.8096169e-01   0.0000000e+00   2.5111034e-01   0.0000000e+00   3.9366423e-02   6.9194699e-01   0.0000000e+00
