   t		   e1rho1	   e1rho2   	   e2rho1	   e2rho2	   e3rho1   	   e3rho2  	   e4rho1          e4rho2          e5rho1          e5rho2	   e6rho1	   e6rho2	   e7rho1	   e7rho2	   e8rho1	   e8rho2
   3.8200000e+02   2.5388240e-01   3.5774542e-01   0.0000000e+00   6.1071493e-01   3.7532304e-01   5.0207018e-02   2.1416596e-01   0.0000000e+00   0.0000000e+00   3.8223183e-01   0.0000000e+00   2.5192355e-01   0.0000000e+00   4.2809867e-02   6.4517732e-01   0.0000000e+00
   3.8300000e+02   2.5384779e-01   3.5794921e-01   0.0000000e+00   6.1138038e-01   3.7544558e-01   5.0186378e-02   2.1410862e-01   0.0000000e+00   0.0000000e+00   3.8225257e-01   0.0000000e+00   2.5193376e-01   0.0000000e+00   4.2789569e-02   6.4563812e-01   0.0000000e+00
   3.8400000e+02   2.5381343e-01   3.5815091e-01   0.0000000e+00   6.1204141e-01   3.7556696e-01   5.0165841e-02   2.1405140e-01   0.0000000e+00   0.0000000e+00   3.8227276e-01   0.0000000e+00   2.5194369e-01   0.0000000e+00   4.2769285e-02   6.4609487e-01   0.0000000e+00
   3.8500000e+02   2.5377933e-01   3.5835055e-01   0.0000000e+00   6.1269803e-01   3.7568719e-01   5.0145405e-02   2.1399431e-01   0.0000000e+00   0.0000000e+00   3.8229242e-01   0.0000000e+00   2.5195333e-01   0.0000000e+00   4.2749016e-02   6.4654760e-01   0.0000000e+00
   3.8600000e+02   2.5374549e-01   3.5854813e-01   0.0000000e+00   6.1335028e-01   3.7580629e-01   5.0125072e-02   2.1393734e-01   0.0000000e+00   0.0000000e+00   3.8231155e-01   0.0000000e+00   2.5196269e-01   0.0000000e+00   4.2728765e-02   6.4699634e-01   0.0000000e+00
   3.8700000e+02   2.5371190e-01   3.5874368e-01   0.0000000e+00   6.1399816e-01   3.7592426e-01   5.0104842e-02   2.1388051e-01   0.0000000e+00   0.0000000e+00   3.8233016e-01   0.0000000e+00   2.5197177e-01   0.0000000e+00   4.2708534e-02   6.4744112e-01   0.0000000e+00
   3.8800000e+02   2.5367856e-01   3.5893721e-01   0.0000000e+00   6.1464171e-01   3.7604111e-01   5.0084714e-02   2.1382382e-01   0.0000000e+00   0.0000000e+00   3.8234827e-01   0.0000000e+00   2.5198059e-01   0.0000000e+00   4.2688324e-02   6.4788196e-01   0.0000000e+00
   3.8900000e+02   2.5364548e-01   3.5912874e-01   0.0000000e+00   6.1528094e-01   3.7615685e-01   5.0064690e-02   2.1376727e-01   0.0000000e+00   0.0000000e+00   3.8236586e-01   0.0000000e+00   2.5198914e-01   0.0000000e+00   4.2668137e-02   6.4831891e-01   0.0000000e+00
   3.9000000e+02   2.5361265e-01   3.5931829e-01   0.0000000e+00   6.1591587e-01   3.7627148e-01   5.0044768e-02   2.1371087e-01   0.0000000e+00   0.0000000e+00   3.8238296e-01   0.0000000e+00   2.5199742e-01   0.0000000e+00   4.2647974e-02   6.4875198e-01   0.0000000e+00
   3.9100000e+02   2.5358007e-01   3.5950587e-01   0.0000000e+00   6.1654652e-01   3.7638503e-01   5.0024950e-02   2.1365463e-01   0.0000000e+00   0.0000000e+00   3.8239957e-01   0.0000000e+00   2.5200545e-01   0.0000000e+00   4.2627837e-02   6.4918121e-01   0.0000000e+00
   3.9200000e+02   2.5354775e-01   3.5969151e-01   0.0000000e+00   6.1717292e-01   3.7649749e-01   5.0005235e-02   2.1359854e-01   0.0000000e+00   0.0000000e+00   3.8241570e-01   0.0000000e+00   2.5201322e-01   0.0000000e+00   4.2607729e-02   6.4960663e-01   0.0000000e+00
   3.9300000e+02   2.5351567e-01   3.5987521e-01   0.0000000e+00   6.1779508e-01   3.7660888e-01   4.9985623e-02   2.1354261e-01   0.0000000e+00   0.0000000e+00   3.8243136e-01   0.0000000e+00   2.5202074e-01   0.0000000e+00   4.2587649e-02   6.5002826e-01   0.0000000e+00
   3.9400000e+02   2.5348385e-01   3.6005700e-01   0.0000000e+00   6.1841303e-01   3.7671921e-01   4.9966114e-02   2.1348685e-01   0.0000000e+00   0.0000000e+00   3.8244654e-01   0.0000000e+00   2.5202801e-01   0.0000000e+00   4.2567600e-02   6.5044614e-01   0.0000000e+00
   3.9500000e+02   2.5345228e-01   3.6023689e-01   0.0000000e+00   6.1902679e-01   3.7682847e-01   4.9946709e-02   2.1343126e-01   0.0000000e+00   0.0000000e+00   3.8246127e-01   0.0000000e+00   2.5203503e-01   0.0000000e+00   4.2547584e-02   6.5086030e-01   0.0000000e+00
   3.9600000e+02   2.5342096e-01   3.6041489e-01   0.0000000e+00   6.1963638e-01   3.7693669e-01   4.9927407e-02   2.1337584e-01   0.0000000e+00   0.0000000e+00   3.8247554e-01   0.0000000e+00   2.5204182e-01   0.0000000e+00   4.2527601e-02   6.5127076e-01   0.0000000e+00
   3.9700000e+02   2.5338988e-01   3.6059103e-01   0.0000000e+00   6.2024181e-01   3.7704387e-01   4.9908209e-02   2.1332060e-01   0.0000000e+00   0.0000000e+00   3.8248937e-01   0.0000000e+00   2.5204837e-01   0.0000000e+00   4.2507654e-02   6.5167755e-01   0.0000000e+00
   3.9800000e+02   2.5335906e-01   3.6076532e-01   0.0000000e+00   6.2084311e-01   3.7715002e-01   4.9889114e-02   2.1326554e-01   0.0000000e+00   0.0000000e+00   3.8250275e-01   0.0000000e+00   2.5205469e-01   0.0000000e+00   4.2487743e-02   6.5208070e-01   0.0000000e+00
   3.9900000e+02   2.5332848e-01   3.6093777e-01   0.0000000e+00   6.2144030e-01   3.7725515e-01   4.9870122e-02   2.1321067e-01   0.0000000e+00   0.0000000e+00   3.8251570e-01   0.0000000e+00   2.5206078e-01   0.0000000e+00   4.2467870e-02   6.5248024e-01   0.0000000e+00
   4.0000000e+02   2.5329815e-01   3.6110841e-01   0.0000000e+00   6.2203341e-01   3.7735926e-01   4.9851234e-02   2.1315598e-01   0.0000000e+00   0.0000000e+00   3.8252823e-01   0.0000000e+00   2.5206664e-01   0.0000000e+00   4.2448037e-02   6.5287619e-01   0.0000000e+00
   4.0100000e+02   2.5326806e-01   3.6127724e-01   0.0000000e+00   6.2262244e-01   3.7746237e-01   4.9832449e-02   2.1310149e-01   0.0000000e+00   0.0000000e+00   3.8254033e-01   0.0000000e+00   2.5207228e-01   0.0000000e+00   4.2428244e-02   6.5326859e-01   0.0000000e+00
   4.0200000e+02   2.5323822e-01   3.6144428e-01   0.0000000e+00   6.2320742e-01   3.7756448e-01   4.9813768e-02   2.1304719e-01   0.0000000e+00   0.0000000e+00   3.8255202e-01   0.0000000e+00   2.5207771e-01   0.0000000e+00   4.2408493e-02   6.5365747e-01   0.0000000e+00
   4.0300000e+02   2.5320863e-01   3.6160955e-01   0.0000000e+00   6.2378838e-01   3.7766560e-01   4.9795190e-02   2.1299309e-01   0.0000000e+00   0.0000000e+00   3.8256331e-01   0.0000000e+00   2.5208292e-01   0.0000000e+00   4.2388785e-02   6.5404284e-01   0.0000000e+00
   4.0400000e+02   2.5317927e-01   3.6177307e-01   0.0000000e+00   6.2436533e-01   3.7776574e-01   4.9776715e-02   2.1293919e-01   0.0000000e+00   0.0000000e+00   3.8257419e-01   0.0000000e+00   2.5208791e-01   0.0000000e+00   4.2369121e-02   6.5442474e-01   0.0000000e+00
   4.0500000e+02   2.5315016e-01   3.6193485e-01   0.0000000e+00   6.2493829e-01   3.7786490e-01   4.9758344e-02   2.1288550e-01   0.0000000e+00   0.0000000e+00   3.8258467e-01   0.0000000e+00   2.5209270e-01   0.0000000e+00   4.2349503e-02   6.5480319e-01   0.0000000e+00
   4.0600000e+02   2.5312130e-01   3.6209490e-01   0.0000000e+00   6.2550729e-01   3.7796311e-01   4.9740076e-02   2.1283202e-01   0.0000000e+00   0.0000000e+00   3.8259477e-01   0.0000000e+00   2.5209729e-01   0.0000000e+00   4.2329932e-02   6.5517823e-01   0.0000000e+00
   4.0700000e+02   2.5309267e-01   3.6225324e-01   0.0000000e+00   6.2607234e-01   3.7806035e-01   4.9721910e-02   2.1277874e-01   0.0000000e+00   0.0000000e+00   3.8260449e-01   0.0000000e+00   2.5210167e-01   0.0000000e+00   4.2310409e-02   6.5554988e-01   0.0000000e+00
   4.0800000e+02   2.5306428e-01   3.6240989e-01   0.0000000e+00   6.2663346e-01   3.7815665e-01   4.9703848e-02   2.1272568e-01   0.0000000e+00   0.0000000e+00   3.8261383e-01   0.0000000e+00   2.5210585e-01   0.0000000e+00   4.2290934e-02   6.5591816e-01   0.0000000e+00
   4.0900000e+02   2.5303613e-01   3.6256485e-01   0.0000000e+00   6.2719068e-01   3.7825201e-01   4.9685889e-02   2.1267283e-01   0.0000000e+00   0.0000000e+00   3.8262280e-01   0.0000000e+00   2.5210984e-01   0.0000000e+00   4.2271510e-02   6.5628310e-01   0.0000000e+00
   4.1000000e+02   2.5300822e-01   3.6271815e-01   0.0000000e+00   6.2774401e-01   3.7834643e-01   4.9668032e-02   2.1262021e-01   0.0000000e+00   0.0000000e+00   3.8263140e-01   0.0000000e+00   2.5211364e-01   0.0000000e+00   4.2252137e-02   6.5664474e-01   0.0000000e+00
   4.1100000e+02   2.5298054e-01   3.6286980e-01   0.0000000e+00   6.2829348e-01   3.7843993e-01   4.9650278e-02   2.1256780e-01   0.0000000e+00   0.0000000e+00   3.8263964e-01   0.0000000e+00   2.5211725e-01   0.0000000e+00   4.2232816e-02   6.5700309e-01   0.0000000e+00
   4.1200000e+02   2.5295310e-01   3.6301982e-01   0.0000000e+00   6.2883910e-01   3.7853252e-01   4.9632627e-02   2.1251562e-01   0.0000000e+00   0.0000000e+00   3.8264754e-01   0.0000000e+00   2.5212067e-01   0.0000000e+00   4.2213548e-02   6.5735817e-01   0.0000000e+00
   4.1300000e+02   2.5292590e-01   3.6316821e-01   0.0000000e+00   6.2938089e-01   3.7862419e-01   4.9615078e-02   2.1246367e-01   0.0000000e+00   0.0000000e+00   3.8265508e-01   0.0000000e+00   2.5212391e-01   0.0000000e+00   4.2194334e-02   6.5771003e-01   0.0000000e+00
   4.1400000e+02   2.5289893e-01   3.6331499e-01   0.0000000e+00   6.2991888e-01   3.7871496e-01   4.9597631e-02   2.1241194e-01   0.0000000e+00   0.0000000e+00   3.8266228e-01   0.0000000e+00   2.5212697e-01   0.0000000e+00   4.2175175e-02   6.5805868e-01   0.0000000e+00
   4.1500000e+02   2.5287219e-01   3.6346019e-01   0.0000000e+00   6.3045309e-01   3.7880484e-01   4.9580287e-02   2.1236045e-01   0.0000000e+00   0.0000000e+00   3.8266915e-01   0.0000000e+00   2.5212985e-01   0.0000000e+00   4.2156073e-02   6.5840415e-01   0.0000000e+00
   4.1600000e+02   2.5284569e-01   3.6360380e-01   0.0000000e+00   6.3098353e-01   3.7889383e-01   4.9563044e-02   2.1230918e-01   0.0000000e+00   0.0000000e+00   3.8267568e-01   0.0000000e+00   2.5213256e-01   0.0000000e+00   4.2137027e-02   6.5874646e-01   0.0000000e+00
   4.1700000e+02   2.5281941e-01   3.6374585e-01   0.0000000e+00   6.3151022e-01   3.7898195e-01   4.9545903e-02   2.1225815e-01   0.0000000e+00   0.0000000e+00   3.8268189e-01   0.0000000e+00   2.5213510e-01   0.0000000e+00   4.2118039e-02   6.5908564e-01   0.0000000e+00
   4.1800000e+02   2.5279337e-01   3.6388636e-01   0.0000000e+00   6.3203319e-01   3.7906919e-01   4.9528864e-02   2.1220736e-01   0.0000000e+00   0.0000000e+00   3.8268778e-01   0.0000000e+00   2.5213747e-01   0.0000000e+00   4.2099110e-02   6.5942172e-01   0.0000000e+00
   4.1900000e+02   2.5276755e-01   3.6402532e-01   0.0000000e+00   6.3255245e-01   3.7915556e-01   4.9511926e-02   2.1215681e-01   0.0000000e+00   0.0000000e+00   3.8269335e-01   0.0000000e+00   2.5213968e-01   0.0000000e+00   4.2080240e-02   6.5975472e-01   0.0000000e+00
   4.2000000e+02   2.5274196e-01   3.6416277e-01   0.0000000e+00   6.3306803e-01   3.7924108e-01   4.9495090e-02   2.1210650e-01   0.0000000e+00   0.0000000e+00   3.8269862e-01   0.0000000e+00   2.5214172e-01   0.0000000e+00   4.2061431e-02   6.6008466e-01   0.0000000e+00
   4.2100000e+02   2.5271660e-01   3.6429870e-01   0.0000000e+00   6.3357994e-01   3.7932576e-01   4.9478354e-02   2.1205643e-01   0.0000000e+00   0.0000000e+00   3.8270358e-01   0.0000000e+00   2.5214360e-01   0.0000000e+00   4.2042683e-02   6.6041157e-01   0.0000000e+00
   4.2200000e+02   2.5269146e-01   3.6443314e-01   0.0000000e+00   6.3408821e-01   3.7940958e-01   4.9461720e-02   2.1200661e-01   0.0000000e+00   0.0000000e+00   3.8270823e-01   0.0000000e+00   2.5214533e-01   0.0000000e+00   4.2023997e-02   6.6073548e-01   0.0000000e+00
   4.2300000e+02   2.5266655e-01   3.6456610e-01   0.0000000e+00   6.3459285e-01   3.7949258e-01   4.9445186e-02   2.1195703e-01   0.0000000e+00   0.0000000e+00   3.8271260e-01   0.0000000e+00   2.5214690e-01   0.0000000e+00   4.2005373e-02   6.6105640e-01   0.0000000e+00
   4.2400000e+02   2.5264186e-01   3.6469759e-01   0.0000000e+00   6.3509388e-01   3.7957474e-01   4.9428752e-02   2.1190770e-01   0.0000000e+00   0.0000000e+00   3.8271667e-01   0.0000000e+00   2.5214832e-01   0.0000000e+00   4.1986813e-02   6.6137437e-01   0.0000000e+00
   4.2500000e+02   2.5261740e-01   3.6482763e-01   0.0000000e+00   6.3559132e-01   3.7965609e-01   4.9412419e-02   2.1185861e-01   0.0000000e+00   0.0000000e+00   3.8272047e-01   0.0000000e+00   2.5214960e-01   0.0000000e+00   4.1968317e-02   6.6168940e-01   0.0000000e+00
   4.2600000e+02   2.5259315e-01   3.6495623e-01   0.0000000e+00   6.3608520e-01   3.7973662e-01   4.9396186e-02   2.1180978e-01   0.0000000e+00   0.0000000e+00   3.8272398e-01   0.0000000e+00   2.5215072e-01   0.0000000e+00   4.1949886e-02   6.6200153e-01   0.0000000e+00
   4.2700000e+02   2.5256912e-01   3.6508339e-01   0.0000000e+00   6.3657553e-01   3.7981634e-01   4.9380052e-02   2.1176120e-01   0.0000000e+00   0.0000000e+00   3.8272721e-01   0.0000000e+00   2.5215170e-01   0.0000000e+00   4.1931520e-02   6.6231077e-01   0.0000000e+00
   4.2800000e+02   2.5254532e-01   3.6520915e-01   0.0000000e+00   6.3706232e-01   3.7989527e-01   4.9364018e-02   2.1171288e-01   0.0000000e+00   0.0000000e+00   3.8273018e-01   0.0000000e+00   2.5215255e-01   0.0000000e+00   4.1913221e-02   6.6261714e-01   0.0000000e+00
   4.2900000e+02   2.5252173e-01   3.6533350e-01   0.0000000e+00   6.3754561e-01   3.7997340e-01   4.9348084e-02   2.1166480e-01   0.0000000e+00   0.0000000e+00   3.8273287e-01   0.0000000e+00   2.5215325e-01   0.0000000e+00   4.1894988e-02   6.6292068e-01   0.0000000e+00
   4.3000000e+02   2.5249835e-01   3.6545646e-01   0.0000000e+00   6.3802541e-01   3.8005075e-01   4.9332248e-02   2.1161699e-01   0.0000000e+00   0.0000000e+00   3.8273531e-01   0.0000000e+00   2.5215381e-01   0.0000000e+00   4.1876823e-02   6.6322141e-01   0.0000000e+00
   4.3100000e+02   2.5247520e-01   3.6557805e-01   0.0000000e+00   6.3850173e-01   3.8012731e-01   4.9316511e-02   2.1156943e-01   0.0000000e+00   0.0000000e+00   3.8273749e-01   0.0000000e+00   2.5215425e-01   0.0000000e+00   4.1858726e-02   6.6351934e-01   0.0000000e+00
   4.3200000e+02   2.5245225e-01   3.6569828e-01   0.0000000e+00   6.3897461e-01   3.8020311e-01   4.9300873e-02   2.1152212e-01   0.0000000e+00   0.0000000e+00   3.8273942e-01   0.0000000e+00   2.5215455e-01   0.0000000e+00   4.1840697e-02   6.6381450e-01   0.0000000e+00
   4.3300000e+02   2.5242952e-01   3.6581715e-01   0.0000000e+00   6.3944405e-01   3.8027814e-01   4.9285333e-02   2.1147508e-01   0.0000000e+00   0.0000000e+00   3.8274110e-01   0.0000000e+00   2.5215472e-01   0.0000000e+00   4.1822737e-02   6.6410692e-01   0.0000000e+00
   4.3400000e+02   2.5240700e-01   3.6593469e-01   0.0000000e+00   6.3991007e-01   3.8035240e-01   4.9269891e-02   2.1142830e-01   0.0000000e+00   0.0000000e+00   3.8274254e-01   0.0000000e+00   2.5215477e-01   0.0000000e+00   4.1804847e-02   6.6439661e-01   0.0000000e+00
   4.3500000e+02   2.5238469e-01   3.6605090e-01   0.0000000e+00   6.4037270e-01   3.8042592e-01   4.9254546e-02   2.1138178e-01   0.0000000e+00   0.0000000e+00   3.8274374e-01   0.0000000e+00   2.5215469e-01   0.0000000e+00   4.1787028e-02   6.6468361e-01   0.0000000e+00
   4.3600000e+02   2.5236259e-01   3.6616579e-01   0.0000000e+00   6.4083196e-01   3.8049869e-01   4.9239299e-02   2.1133552e-01   0.0000000e+00   0.0000000e+00   3.8274470e-01   0.0000000e+00   2.5215449e-01   0.0000000e+00   4.1769279e-02   6.6496792e-01   0.0000000e+00
   4.3700000e+02   2.5234070e-01   3.6627939e-01   0.0000000e+00   6.4128786e-01   3.8057072e-01   4.9224150e-02   2.1128952e-01   0.0000000e+00   0.0000000e+00   3.8274544e-01   0.0000000e+00   2.5215417e-01   0.0000000e+00   4.1751601e-02   6.6524958e-01   0.0000000e+00
   4.3800000e+02   2.5231901e-01   3.6639169e-01   0.0000000e+00   6.4174042e-01   3.8064202e-01   4.9209097e-02   2.1124378e-01   0.0000000e+00   0.0000000e+00   3.8274594e-01   0.0000000e+00   2.5215373e-01   0.0000000e+00   4.1733995e-02   6.6552861e-01   0.0000000e+00
   4.3900000e+02   2.5229754e-01   3.6650272e-01   0.0000000e+00   6.4218966e-01   3.8071259e-01   4.9194140e-02   2.1119831e-01   0.0000000e+00   0.0000000e+00   3.8274623e-01   0.0000000e+00   2.5215318e-01   0.0000000e+00   4.1716461e-02   6.6580502e-01   0.0000000e+00
   4.4000000e+02   2.5227626e-01   3.6661249e-01   0.0000000e+00   6.4263560e-01   3.8078244e-01   4.9179280e-02   2.1115311e-01   0.0000000e+00   0.0000000e+00   3.8274629e-01   0.0000000e+00   2.5215251e-01   0.0000000e+00   4.1698999e-02   6.6607884e-01   0.0000000e+00
   4.4100000e+02   2.5225519e-01   3.6672100e-01   0.0000000e+00   6.4307825e-01   3.8085158e-01   4.9164516e-02   2.1110817e-01   0.0000000e+00   0.0000000e+00   3.8274614e-01   0.0000000e+00   2.5215173e-01   0.0000000e+00   4.1681611e-02   6.6635010e-01   0.0000000e+00
   4.4200000e+02   2.5223432e-01   3.6682827e-01   0.0000000e+00   6.4351765e-01   3.8092001e-01   4.9149848e-02   2.1106349e-01   0.0000000e+00   0.0000000e+00   3.8274578e-01   0.0000000e+00   2.5215084e-01   0.0000000e+00   4.1664296e-02   6.6661881e-01   0.0000000e+00
   4.4300000e+02   2.5221365e-01   3.6693431e-01   0.0000000e+00   6.4395380e-01   3.8098773e-01   4.9135275e-02   2.1101908e-01   0.0000000e+00   0.0000000e+00   3.8274522e-01   0.0000000e+00   2.5214985e-01   0.0000000e+00   4.1647054e-02   6.6688499e-01   0.0000000e+00
   4.4400000e+02   2.5219318e-01   3.6703914e-01   0.0000000e+00   6.4438672e-01   3.8105476e-01   4.9120797e-02   2.1097494e-01   0.0000000e+00   0.0000000e+00   3.8274445e-01   0.0000000e+00   2.5214875e-01   0.0000000e+00   4.1629887e-02   6.6714867e-01   0.0000000e+00
   4.4500000e+02   2.5217291e-01   3.6714276e-01   0.0000000e+00   6.4481644e-01   3.8112111e-01   4.9106414e-02   2.1093107e-01   0.0000000e+00   0.0000000e+00   3.8274348e-01   0.0000000e+00   2.5214755e-01   0.0000000e+00   4.1612795e-02   6.6740987e-01   0.0000000e+00
   4.4600000e+02   2.5215284e-01   3.6724518e-01   0.0000000e+00   6.4524296e-01   3.8118677e-01   4.9092125e-02   2.1088746e-01   0.0000000e+00   0.0000000e+00   3.8274232e-01   0.0000000e+00   2.5214625e-01   0.0000000e+00   4.1595777e-02   6.6766860e-01   0.0000000e+00
   4.4700000e+02   2.5213296e-01   3.6734642e-01   0.0000000e+00   6.4566632e-01   3.8125175e-01   4.9077931e-02   2.1084412e-01   0.0000000e+00   0.0000000e+00   3.8274096e-01   0.0000000e+00   2.5214485e-01   0.0000000e+00   4.1578834e-02   6.6792490e-01   0.0000000e+00
   4.4800000e+02   2.5211328e-01   3.6744648e-01   0.0000000e+00   6.4608652e-01   3.8131606e-01   4.9063830e-02   2.1080105e-01   0.0000000e+00   0.0000000e+00   3.8273942e-01   0.0000000e+00   2.5214335e-01   0.0000000e+00   4.1561968e-02   6.6817877e-01   0.0000000e+00
   4.4900000e+02   2.5209379e-01   3.6754539e-01   0.0000000e+00   6.4650359e-01   3.8137971e-01   4.9049822e-02   2.1075825e-01   0.0000000e+00   0.0000000e+00   3.8273769e-01   0.0000000e+00   2.5214176e-01   0.0000000e+00   4.1545176e-02   6.6843024e-01   0.0000000e+00
   4.5000000e+02   2.5207449e-01   3.6764315e-01   0.0000000e+00   6.4691754e-01   3.8144269e-01   4.9035908e-02   2.1071572e-01   0.0000000e+00   0.0000000e+00   3.8273579e-01   0.0000000e+00   2.5214007e-01   0.0000000e+00   4.1528461e-02   6.6867933e-01   0.0000000e+00
   4.5100000e+02   2.5205538e-01   3.6773976e-01   0.0000000e+00   6.4732839e-01   3.8150503e-01   4.9022086e-02   2.1067346e-01   0.0000000e+00   0.0000000e+00   3.8273370e-01   0.0000000e+00   2.5213830e-01   0.0000000e+00   4.1511823e-02   6.6892607e-01   0.0000000e+00
   4.5200000e+02   2.5203646e-01   3.6783525e-01   0.0000000e+00   6.4773617e-01   3.8156671e-01   4.9008357e-02   2.1063146e-01   0.0000000e+00   0.0000000e+00   3.8273144e-01   0.0000000e+00   2.5213643e-01   0.0000000e+00   4.1495261e-02   6.6917046e-01   0.0000000e+00
   4.5300000e+02   2.5201773e-01   3.6792963e-01   0.0000000e+00   6.4814088e-01   3.8162776e-01   4.8994720e-02   2.1058974e-01   0.0000000e+00   0.0000000e+00   3.8272901e-01   0.0000000e+00   2.5213448e-01   0.0000000e+00   4.1478776e-02   6.6941253e-01   0.0000000e+00
   4.5400000e+02   2.5199919e-01   3.6802289e-01   0.0000000e+00   6.4854254e-01   3.8168817e-01   4.8981175e-02   2.1054828e-01   0.0000000e+00   0.0000000e+00   3.8272642e-01   0.0000000e+00   2.5213244e-01   0.0000000e+00   4.1462368e-02   6.6965231e-01   0.0000000e+00
   4.5500000e+02   2.5198084e-01   3.6811506e-01   0.0000000e+00   6.4894119e-01   3.8174794e-01   4.8967721e-02   2.1050710e-01   0.0000000e+00   0.0000000e+00   3.8272366e-01   0.0000000e+00   2.5213031e-01   0.0000000e+00   4.1446037e-02   6.6988980e-01   0.0000000e+00
   4.5600000e+02   2.5196267e-01   3.6820615e-01   0.0000000e+00   6.4933682e-01   3.8180710e-01   4.8954358e-02   2.1046618e-01   0.0000000e+00   0.0000000e+00   3.8272074e-01   0.0000000e+00   2.5212811e-01   0.0000000e+00   4.1429785e-02   6.7012504e-01   0.0000000e+00
   4.5700000e+02   2.5194468e-01   3.6829616e-01   0.0000000e+00   6.4972946e-01   3.8186563e-01   4.8941086e-02   2.1042553e-01   0.0000000e+00   0.0000000e+00   3.8271766e-01   0.0000000e+00   2.5212582e-01   0.0000000e+00   4.1413610e-02   6.7035803e-01   0.0000000e+00
   4.5800000e+02   2.5192687e-01   3.6838511e-01   0.0000000e+00   6.5011913e-01   3.8192355e-01   4.8927904e-02   2.1038516e-01   0.0000000e+00   0.0000000e+00   3.8271443e-01   0.0000000e+00   2.5212346e-01   0.0000000e+00   4.1397513e-02   6.7058880e-01   0.0000000e+00
   4.5900000e+02   2.5190925e-01   3.6847300e-01   0.0000000e+00   6.5050584e-01   3.8198086e-01   4.8914812e-02   2.1034505e-01   0.0000000e+00   0.0000000e+00   3.8271104e-01   0.0000000e+00   2.5212102e-01   0.0000000e+00   4.1381494e-02   6.7081737e-01   0.0000000e+00
   4.6000000e+02   2.5189180e-01   3.6855985e-01   0.0000000e+00   6.5088962e-01   3.8203757e-01   4.8901810e-02   2.1030521e-01   0.0000000e+00   0.0000000e+00   3.8270751e-01   0.0000000e+00   2.5211850e-01   0.0000000e+00   4.1365553e-02   6.7104375e-01   0.0000000e+00
   4.6100000e+02   2.5187454e-01   3.6864566e-01   0.0000000e+00   6.5127048e-01   3.8209369e-01   4.8888897e-02   2.1026564e-01   0.0000000e+00   0.0000000e+00   3.8270384e-01   0.0000000e+00   2.5211591e-01   0.0000000e+00   4.1349691e-02   6.7126797e-01   0.0000000e+00
   4.6200000e+02   2.5185745e-01   3.6873046e-01   0.0000000e+00   6.5164843e-01   3.8214921e-01   4.8876073e-02   2.1022633e-01   0.0000000e+00   0.0000000e+00   3.8270002e-01   0.0000000e+00   2.5211324e-01   0.0000000e+00   4.1333908e-02   6.7149005e-01   0.0000000e+00
   4.6300000e+02   2.5184053e-01   3.6881424e-01   0.0000000e+00   6.5202350e-01   3.8220414e-01   4.8863337e-02   2.1018730e-01   0.0000000e+00   0.0000000e+00   3.8269606e-01   0.0000000e+00   2.5211051e-01   0.0000000e+00   4.1318203e-02   6.7170999e-01   0.0000000e+00
   4.6400000e+02   2.5182380e-01   3.6889701e-01   0.0000000e+00   6.5239570e-01   3.8225850e-01   4.8850690e-02   2.1014853e-01   0.0000000e+00   0.0000000e+00   3.8269197e-01   0.0000000e+00   2.5210771e-01   0.0000000e+00   4.1302577e-02   6.7192783e-01   0.0000000e+00
   4.6500000e+02   2.5180723e-01   3.6897880e-01   0.0000000e+00   6.5276505e-01   3.8231227e-01   4.8838130e-02   2.1011004e-01   0.0000000e+00   0.0000000e+00   3.8268775e-01   0.0000000e+00   2.5210484e-01   0.0000000e+00   4.1287031e-02   6.7214358e-01   0.0000000e+00
   4.6600000e+02   2.5179084e-01   3.6905960e-01   0.0000000e+00   6.5313157e-01   3.8236548e-01   4.8825658e-02   2.1007181e-01   0.0000000e+00   0.0000000e+00   3.8268339e-01   0.0000000e+00   2.5210190e-01   0.0000000e+00   4.1271563e-02   6.7235725e-01   0.0000000e+00
   4.6700000e+02   2.5177462e-01   3.6913942e-01   0.0000000e+00   6.5349527e-01   3.8241812e-01   4.8813273e-02   2.1003384e-01   0.0000000e+00   0.0000000e+00   3.8267891e-01   0.0000000e+00   2.5209890e-01   0.0000000e+00   4.1256175e-02   6.7256887e-01   0.0000000e+00
   4.6800000e+02   2.5175856e-01   3.6921829e-01   0.0000000e+00   6.5385617e-01   3.8247021e-01   4.8800974e-02   2.0999614e-01   0.0000000e+00   0.0000000e+00   3.8267430e-01   0.0000000e+00   2.5209584e-01   0.0000000e+00   4.1240866e-02   6.7277845e-01   0.0000000e+00
   4.6900000e+02   2.5174268e-01   3.6929619e-01   0.0000000e+00   6.5421429e-01   3.8252173e-01   4.8788762e-02   2.0995871e-01   0.0000000e+00   0.0000000e+00   3.8266957e-01   0.0000000e+00   2.5209271e-01   0.0000000e+00   4.1225636e-02   6.7298601e-01   0.0000000e+00
   4.7000000e+02   2.5172696e-01   3.6937316e-01   0.0000000e+00   6.5456965e-01   3.8257271e-01   4.8776635e-02   2.0992155e-01   0.0000000e+00   0.0000000e+00   3.8266472e-01   0.0000000e+00   2.5208952e-01   0.0000000e+00   4.1210486e-02   6.7319158e-01   0.0000000e+00
   4.7100000e+02   2.5171141e-01   3.6944918e-01   0.0000000e+00   6.5492225e-01   3.8262314e-01   4.8764594e-02   2.0988465e-01   0.0000000e+00   0.0000000e+00   3.8265976e-01   0.0000000e+00   2.5208628e-01   0.0000000e+00   4.1195415e-02   6.7339515e-01   0.0000000e+00
