   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   6.0000000e+00   1.9669029e-02   1.9262849e-02   4.9032151e-03   2.4215707e-03   0.0000000e+00   2.4321564e-03   2.2181030e-02   2.2605497e-02
   1.1000000e+01   3.0930466e-02   2.9580068e-02   1.7513059e-02   8.4547163e-03   0.0000000e+00   8.6150081e-03   3.8747482e-02   4.0247749e-02
   1.6000000e+01   3.8048042e-02   3.5633088e-02   3.3893817e-02   1.5980331e-02   0.0000000e+00   1.6596547e-02   5.1424003e-02   5.4253144e-02
   2.1000000e+01   4.2842059e-02   3.9403357e-02   5.2364116e-02   2.4112856e-02   0.0000000e+00   2.5582481e-02   6.1300109e-02   6.5525220e-02
   2.6000000e+01   4.6232591e-02   4.1870812e-02   7.2069884e-02   3.2427879e-02   0.0000000e+00   3.5185236e-02   6.9099226e-02   7.4694646e-02
   3.1000000e+01   4.8731615e-02   4.3562957e-02   9.2532472e-02   4.0708365e-02   0.0000000e+00   4.5195346e-02   7.5323494e-02   8.2216683e-02
   3.6000000e+01   5.0642544e-02   4.4779174e-02   1.1346600e-01   4.8840321e-02   0.0000000e+00   5.5491832e-02   8.0333770e-02   8.8429716e-02
   4.1000000e+01   5.2153624e-02   4.5695752e-02   1.3469189e-01   5.6764075e-02   0.0000000e+00   6.6001280e-02   8.4396368e-02   9.3591243e-02
   4.6000000e+01   5.3385975e-02   4.6419522e-02   1.5609472e-01   6.4449667e-02   0.0000000e+00   7.6677218e-02   8.7711895e-02   9.7900901e-02
   5.1000000e+01   5.4419979e-02   4.7016851e-02   1.7759790e-01   7.1883774e-02   0.0000000e+00   8.7489003e-02   9.0433903e-02   1.0151580e-01
   5.6000000e+01   5.5310489e-02   4.7529951e-02   1.9914947e-01   7.9062505e-02   0.0000000e+00   9.8415554e-02   9.2681442e-02   1.0456107e-01
   6.1000000e+01   5.6095914e-02   4.7986313e-02   2.2071349e-01   8.5987346e-02   0.0000000e+00   1.0944170e-01   9.4547773e-02   1.0713738e-01
   6.6000000e+01   5.6803819e-02   4.8404300e-02   2.4226477e-01   9.2662821e-02   0.0000000e+00   1.2055601e-01   9.6106592e-02   1.0932637e-01
   7.1000000e+01   5.7454453e-02   4.8796502e-02   2.6378534e-01   9.9095135e-02   0.0000000e+00   1.3174942e-01   9.7416559e-02   1.1119469e-01
   7.6000000e+01   5.8063027e-02   4.9171804e-02   2.8526223e-01   1.0529137e-01   0.0000000e+00   1.4301446e-01   9.8524658e-02   1.1279710e-01
   8.1000000e+01   5.8641215e-02   4.9536659e-02   3.0668598e-01   1.1125903e-01   0.0000000e+00   1.5434469e-01   9.9468731e-02   1.1417880e-01
   8.6000000e+01   5.9198160e-02   4.9895898e-02   3.2804957e-01   1.1700572e-01   0.0000000e+00   1.6573441e-01   1.0027940e-01   1.1537724e-01
   9.1000000e+01   5.9741160e-02   5.0253248e-02   3.4934773e-01   1.2253901e-01   0.0000000e+00   1.7717836e-01   1.0098157e-01   1.1642358e-01
   9.6000000e+01   6.0276149e-02   5.0611667e-02   3.7057643e-01   1.2786633e-01   0.0000000e+00   1.8867166e-01   1.0159555e-01   1.1734385e-01
   1.0100000e+02   6.0808038e-02   5.0973570e-02   3.9173250e-01   1.3299493e-01   0.0000000e+00   2.0020966e-01   1.0213798e-01   1.1815980e-01
   1.0600000e+02   6.1340957e-02   5.1340977e-02   4.1281340e-01   1.3793179e-01   0.0000000e+00   2.1178787e-01   1.0262256e-01   1.1888973e-01
   1.1100000e+02   6.1878438e-02   5.1715621e-02   4.3381700e-01   1.4268368e-01   0.0000000e+00   2.2340191e-01   1.0306058e-01   1.1954901e-01
   1.1600000e+02   6.2423548e-02   5.2099018e-02   4.5474147e-01   1.4725710e-01   0.0000000e+00   2.3504749e-01   1.0346140e-01   1.2015060e-01
   1.2100000e+02   6.2978991e-02   5.2492522e-02   4.7558514e-01   1.5165832e-01   0.0000000e+00   2.4672036e-01   1.0383277e-01   1.2070548e-01
   1.2600000e+02   6.3547185e-02   5.2897360e-02   4.9634644e-01   1.5589335e-01   0.0000000e+00   2.5841628e-01   1.0418121e-01   1.2122295e-01
   1.3100000e+02   6.4130325e-02   5.3314666e-02   5.1702383e-01   1.5996796e-01   0.0000000e+00   2.7013102e-01   1.0451212e-01   1.2171091e-01
   1.3600000e+02   6.4730430e-02   5.3745498e-02   5.3761578e-01   1.6388769e-01   0.0000000e+00   2.8186034e-01   1.0483010e-01   1.2217611e-01
   1.4100000e+02   6.5349381e-02   5.4190858e-02   5.5812068e-01   1.6765788e-01   0.0000000e+00   2.9359998e-01   1.0513901e-01   1.2262431e-01
