   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.0000000e+00   5.0000000e-03   5.0000000e-03   5.0000000e-03   5.0000000e-03
   3.0000000e+00   8.9142594e-03   9.3604420e-03   9.3844288e-03   8.8902725e-03
   4.0000000e+00   1.1978876e-02   1.3304242e-02   1.3254450e-02   1.2113144e-02
   5.0000000e+00   1.4383301e-02   1.6926869e-02   1.6697543e-02   1.4887348e-02
   6.0000000e+00   1.6273445e-02   2.0280699e-02   1.9784767e-02   1.7336016e-02
   7.0000000e+00   1.7760175e-02   2.3401223e-02   2.2572945e-02   1.9534969e-02
   8.0000000e+00   1.8927755e-02   2.6315917e-02   2.5107543e-02   2.1534157e-02
   9.0000000e+00   1.9840671e-02   2.9047498e-02   2.7425195e-02   2.3368306e-02
   1.0000000e+01   2.0548767e-02   3.1615301e-02   2.9555683e-02   2.5062640e-02
   1.1000000e+01   2.1090973e-02   3.4035980e-02   3.1523458e-02   2.6636178e-02
   1.2000000e+01   2.1498026e-02   3.6323962e-02   3.3348769e-02   2.8103714e-02
   1.3000000e+01   2.1794431e-02   3.8491785e-02   3.5048537e-02   2.9477070e-02
   1.4000000e+01   2.1999908e-02   4.0550380e-02   3.6637006e-02   3.0765913e-02
   1.5000000e+01   2.2130454e-02   4.2509304e-02   3.8126258e-02   3.1978305e-02
   1.6000000e+01   2.2199145e-02   4.4376936e-02   3.9526602e-02   3.3121085e-02
   1.7000000e+01   2.2216737e-02   4.6160651e-02   4.0846889e-02   3.4200138e-02
   1.8000000e+01   2.2192128e-02   4.7866962e-02   4.2094760e-02   3.5220589e-02
   1.9000000e+01   2.2132718e-02   4.9501642e-02   4.3276845e-02   3.6186952e-02
   2.0000000e+01   2.2044685e-02   5.1069827e-02   4.4398922e-02   3.7103234e-02
   2.1000000e+01   2.1933208e-02   5.2576106e-02   4.5466053e-02   3.7973022e-02
   2.2000000e+01   2.1802640e-02   5.4024590e-02   4.6482686e-02   3.8799545e-02
   2.3000000e+01   2.1656652e-02   5.5418979e-02   4.7452753e-02   3.9585729e-02
   2.4000000e+01   2.1498343e-02   5.6762614e-02   4.8379736e-02   4.0334234e-02
   2.5000000e+01   2.1330335e-02   5.8058521e-02   4.9266734e-02   4.1047492e-02
   2.6000000e+01   2.1154848e-02   5.9309451e-02   5.0116517e-02   4.1727730e-02
   2.7000000e+01   2.0973764e-02   6.0517914e-02   5.0931567e-02   4.2376995e-02
   2.8000000e+01   2.0788678e-02   6.1686204e-02   5.1714116e-02   4.2997174e-02
   2.9000000e+01   2.0600940e-02   6.2816428e-02   5.2466179e-02   4.3590008e-02
   3.0000000e+01   2.0411693e-02   6.3910523e-02   5.3189583e-02   4.4157111e-02
   3.1000000e+01   2.0221904e-02   6.4970275e-02   5.3885986e-02   4.4699974e-02
   3.2000000e+01   2.0032386e-02   6.5997338e-02   5.4556901e-02   4.5219986e-02
   3.3000000e+01   1.9843825e-02   6.6993244e-02   5.5203712e-02   4.5718434e-02
   3.4000000e+01   1.9656793e-02   6.7959415e-02   5.5827688e-02   4.6196518e-02
   3.5000000e+01   1.9471769e-02   6.8897177e-02   5.6429995e-02   4.6655353e-02
   3.6000000e+01   1.9289147e-02   6.9807768e-02   5.7011713e-02   4.7095983e-02
   3.7000000e+01   1.9109254e-02   7.0692342e-02   5.7573837e-02   4.7519378e-02
   3.8000000e+01   1.8932352e-02   7.1551984e-02   5.8117293e-02   4.7926446e-02
   3.9000000e+01   1.8758655e-02   7.2387708e-02   5.8642940e-02   4.8318037e-02
   4.0000000e+01   1.8588328e-02   7.3200470e-02   5.9151581e-02   4.8694944e-02
   4.1000000e+01   1.8421500e-02   7.3991168e-02   5.9643963e-02   4.9057911e-02
